source,target,following,followed_by
SenatorDurbin,SenJohnKennedy,TRUE,TRUE
SenatorDurbin,SenAngusKing,TRUE,TRUE
SenatorDurbin,SenatorCollins,TRUE,TRUE
SenatorDurbin,ChrisVanHollen,TRUE,TRUE
SenatorDurbin,SenatorCardin,TRUE,TRUE
SenatorDurbin,SenMarkey,TRUE,TRUE
SenatorDurbin,SenWarren,TRUE,TRUE
SenatorDurbin,SenGaryPeters,TRUE,TRUE
SenatorDurbin,SenStabenow,TRUE,TRUE
SenatorDurbin,amyklobuchar,TRUE,FALSE
SenatorDurbin,SenTinaSmith,TRUE,FALSE
SenatorDurbin,SenThadCochran,FALSE,TRUE
SenatorDurbin,SenatorWicker,FALSE,TRUE
SenatorDurbin,clairecmc,FALSE,TRUE
SenatorDurbin,RoyBlunt,FALSE,TRUE
SenatorDurbin,SteveDaines,FALSE,FALSE
SenatorDurbin,SenatorTester,TRUE,TRUE
SenatorDurbin,SenatorFischer,TRUE,FALSE
SenatorDurbin,BenSasse,FALSE,FALSE
SenatorDurbin,SenCortezMasto,TRUE,TRUE
SenatorDurbin,SenDeanHeller,TRUE,TRUE
SenatorDurbin,SenatorShaheen,TRUE,TRUE
SenatorDurbin,SenatorHassan,TRUE,TRUE
SenatorDurbin,CoryBooker,TRUE,TRUE
SenatorDurbin,SenatorMenendez,TRUE,TRUE
SenatorDurbin,MartinHeinrich,TRUE,TRUE
SenatorDurbin,SenatorTomUdall,TRUE,TRUE
SenatorDurbin,SenSchumer,TRUE,TRUE
SenatorDurbin,SenGillibrand,TRUE,FALSE
SenatorDurbin,SenatorBurr,TRUE,TRUE
SenatorDurbin,SenThomTillis,TRUE,FALSE
SenatorDurbin,SenatorHeitkamp,TRUE,TRUE
SenatorDurbin,SenJohnHoeven,FALSE,TRUE
SenatorDurbin,SenSherrodBrown,TRUE,TRUE
SenatorDurbin,senrobportman,FALSE,TRUE
SenatorDurbin,JimInhofe,FALSE,FALSE
SenatorDurbin,SenatorLankford,TRUE,FALSE
SenatorDurbin,RonWyden,TRUE,TRUE
SenatorDurbin,SenJeffMerkley,TRUE,TRUE
SenatorDurbin,SenBobCasey,TRUE,TRUE
SenatorDurbin,SenToomey,TRUE,TRUE
SenatorDurbin,SenJackReed,FALSE,TRUE
SenatorDurbin,SenWhitehouse,TRUE,TRUE
SenatorDurbin,GrahamBlog,FALSE,TRUE
SenatorDurbin,SenatorTimScott,TRUE,TRUE
SenatorDurbin,SenatorRounds,TRUE,FALSE
SenatorDurbin,SenJohnThune,FALSE,TRUE
SenatorDurbin,SenAlexander,FALSE,TRUE
SenatorDurbin,BobCorker,FALSE,FALSE
SenatorDurbin,JohnCornyn,TRUE,TRUE
SenatorDurbin,SenTedCruz,FALSE,TRUE
SenatorDurbin,senorrinhatch,FALSE,FALSE
SenatorDurbin,SenMikeLee,TRUE,TRUE
SenatorDurbin,SenatorLeahy,TRUE,TRUE
SenatorDurbin,timkaine,TRUE,TRUE
SenatorDurbin,MarkWarner,TRUE,TRUE
SenatorDurbin,PattyMurray,TRUE,TRUE
SenatorDurbin,SenatorCantwell,TRUE,TRUE
SenatorDurbin,SenCapito,FALSE,FALSE
SenatorDurbin,Sen_JoeManchin,TRUE,TRUE
SenatorDurbin,SenatorBaldwin,TRUE,TRUE
SenatorDurbin,SenRonJohnson,FALSE,TRUE
SenatorDurbin,SenatorEnzi,TRUE,TRUE
SenatorDurbin,SenJohnBarrasso,FALSE,TRUE
SenDonnelly,SenShelby,TRUE,FALSE
SenDonnelly,SenDougJones,TRUE,FALSE
SenDonnelly,lisamurkowski,TRUE,TRUE
SenDonnelly,SenDanSullivan,TRUE,FALSE
SenDonnelly,SenJohnMcCain,FALSE,FALSE
SenDonnelly,JeffFlake,FALSE,FALSE
SenDonnelly,SenTomCotton,FALSE,FALSE
SenDonnelly,JohnBoozman,TRUE,TRUE
SenDonnelly,SenFeinstein,TRUE,FALSE
SenDonnelly,SenKamalaHarris,TRUE,FALSE
SenDonnelly,SenBennetCO,TRUE,FALSE
SenDonnelly,SenCoryGardner,FALSE,FALSE
SenDonnelly,ChrisMurphyCT,FALSE,FALSE
SenDonnelly,SenBlumenthal,TRUE,FALSE
SenDonnelly,SenatorCarper,TRUE,FALSE
SenDonnelly,ChrisCoons,TRUE,FALSE
SenDonnelly,SenBillNelson,FALSE,FALSE
SenDonnelly,marcorubio,FALSE,FALSE
SenDonnelly,sendavidperdue,TRUE,FALSE
SenDonnelly,SenatorIsakson,FALSE,FALSE
SenDonnelly,brianschatz,TRUE,FALSE
SenDonnelly,maziehirono,TRUE,FALSE
SenDonnelly,MikeCrapo,TRUE,FALSE
SenDonnelly,SenatorRisch,FALSE,FALSE
SenDonnelly,SenDuckworth,TRUE,FALSE
SenDonnelly,SenatorDurbin,TRUE,FALSE
SenDonnelly,SenDonnelly,FALSE,FALSE
SenDonnelly,SenToddYoung,TRUE,TRUE
SenDonnelly,ChuckGrassley,FALSE,FALSE
SenDonnelly,joniernst,FALSE,FALSE
SenDonnelly,SenPatRoberts,TRUE,FALSE
SenDonnelly,JerryMoran,TRUE,FALSE
SenDonnelly,SenateMajLdr,FALSE,FALSE
SenDonnelly,RandPaul,FALSE,FALSE
SenDonnelly,BillCassidy,FALSE,FALSE
SenDonnelly,SenJohnKennedy,TRUE,FALSE
SenDonnelly,SenAngusKing,TRUE,FALSE
SenDonnelly,SenatorCollins,TRUE,FALSE
SenDonnelly,ChrisVanHollen,TRUE,FALSE
SenDonnelly,SenatorCardin,TRUE,FALSE
SenDonnelly,SenMarkey,TRUE,FALSE
SenDonnelly,SenWarren,TRUE,FALSE
SenDonnelly,SenGaryPeters,TRUE,FALSE
SenDonnelly,SenStabenow,TRUE,FALSE
SenDonnelly,amyklobuchar,TRUE,FALSE
SenDonnelly,SenTinaSmith,TRUE,FALSE
SenDonnelly,SenThadCochran,FALSE,FALSE
SenDonnelly,SenatorWicker,FALSE,FALSE
SenDonnelly,clairecmc,FALSE,FALSE
SenDonnelly,RoyBlunt,FALSE,TRUE
SenDonnelly,SteveDaines,FALSE,FALSE
SenDonnelly,SenatorTester,TRUE,FALSE
SenDonnelly,SenatorFischer,TRUE,FALSE
SenDonnelly,BenSasse,FALSE,FALSE
SenDonnelly,SenCortezMasto,TRUE,FALSE
SenDonnelly,SenDeanHeller,TRUE,FALSE
SenDonnelly,SenatorShaheen,TRUE,FALSE
SenDonnelly,SenatorHassan,TRUE,FALSE
SenDonnelly,CoryBooker,TRUE,FALSE
SenDonnelly,SenatorMenendez,FALSE,FALSE
SenDonnelly,MartinHeinrich,FALSE,FALSE
SenDonnelly,SenatorTomUdall,TRUE,FALSE
SenDonnelly,SenSchumer,TRUE,FALSE
SenDonnelly,SenGillibrand,TRUE,FALSE
SenDonnelly,SenatorBurr,TRUE,FALSE
SenDonnelly,SenThomTillis,TRUE,FALSE
SenDonnelly,SenatorHeitkamp,TRUE,TRUE
SenDonnelly,SenJohnHoeven,TRUE,FALSE
SenDonnelly,SenSherrodBrown,TRUE,FALSE
SenDonnelly,senrobportman,TRUE,FALSE
SenDonnelly,JimInhofe,FALSE,FALSE
SenDonnelly,SenatorLankford,TRUE,FALSE
SenDonnelly,RonWyden,TRUE,FALSE
SenDonnelly,SenJeffMerkley,TRUE,TRUE
SenDonnelly,SenBobCasey,TRUE,TRUE
SenDonnelly,SenToomey,TRUE,FALSE
SenDonnelly,SenJackReed,FALSE,FALSE
SenDonnelly,SenWhitehouse,TRUE,FALSE
SenDonnelly,GrahamBlog,FALSE,TRUE
SenDonnelly,SenatorTimScott,TRUE,FALSE
SenDonnelly,SenatorRounds,TRUE,FALSE
SenDonnelly,SenJohnThune,FALSE,FALSE
SenDonnelly,SenAlexander,FALSE,FALSE
SenDonnelly,BobCorker,FALSE,FALSE
SenDonnelly,JohnCornyn,TRUE,FALSE
SenDonnelly,SenTedCruz,FALSE,FALSE
SenDonnelly,senorrinhatch,FALSE,FALSE
SenDonnelly,SenMikeLee,TRUE,FALSE
SenDonnelly,SenatorLeahy,FALSE,FALSE
SenDonnelly,timkaine,FALSE,FALSE
SenDonnelly,MarkWarner,TRUE,FALSE
SenDonnelly,PattyMurray,TRUE,FALSE
SenDonnelly,SenatorCantwell,TRUE,FALSE
SenDonnelly,SenCapito,FALSE,TRUE
SenDonnelly,Sen_JoeManchin,TRUE,TRUE
SenDonnelly,SenatorBaldwin,TRUE,FALSE
SenDonnelly,SenRonJohnson,FALSE,TRUE
SenDonnelly,SenatorEnzi,TRUE,FALSE
SenDonnelly,SenJohnBarrasso,TRUE,FALSE
SenToddYoung,SenShelby,FALSE,FALSE
SenToddYoung,SenDougJones,FALSE,FALSE
SenToddYoung,lisamurkowski,TRUE,TRUE
SenToddYoung,SenDanSullivan,TRUE,FALSE
SenToddYoung,SenJohnMcCain,FALSE,FALSE
SenToddYoung,JeffFlake,FALSE,TRUE
SenToddYoung,SenTomCotton,FALSE,FALSE
SenToddYoung,JohnBoozman,FALSE,FALSE
SenToddYoung,SenFeinstein,FALSE,FALSE
SenToddYoung,SenKamalaHarris,FALSE,FALSE
SenToddYoung,SenBennetCO,TRUE,FALSE
SenToddYoung,SenCoryGardner,FALSE,FALSE
SenToddYoung,ChrisMurphyCT,FALSE,FALSE
SenToddYoung,SenBlumenthal,FALSE,FALSE
SenToddYoung,SenatorCarper,FALSE,FALSE
SenToddYoung,ChrisCoons,FALSE,FALSE
SenToddYoung,SenBillNelson,FALSE,FALSE
SenToddYoung,marcorubio,FALSE,TRUE
SenToddYoung,sendavidperdue,TRUE,FALSE
SenToddYoung,SenatorIsakson,TRUE,FALSE
SenToddYoung,brianschatz,FALSE,FALSE
SenToddYoung,maziehirono,FALSE,FALSE
SenToddYoung,MikeCrapo,FALSE,FALSE
SenToddYoung,SenatorRisch,TRUE,FALSE
SenToddYoung,SenDuckworth,FALSE,FALSE
SenToddYoung,SenatorDurbin,FALSE,FALSE
SenToddYoung,SenDonnelly,TRUE,TRUE
SenToddYoung,SenToddYoung,FALSE,FALSE
SenToddYoung,ChuckGrassley,FALSE,FALSE
SenToddYoung,joniernst,FALSE,FALSE
SenToddYoung,SenPatRoberts,FALSE,FALSE
SenToddYoung,JerryMoran,FALSE,TRUE
SenToddYoung,SenateMajLdr,TRUE,TRUE
SenToddYoung,RandPaul,FALSE,FALSE
SenToddYoung,BillCassidy,FALSE,TRUE
SenToddYoung,SenJohnKennedy,TRUE,FALSE
SenToddYoung,SenAngusKing,FALSE,FALSE
SenToddYoung,SenatorCollins,FALSE,FALSE
SenToddYoung,ChrisVanHollen,FALSE,FALSE
SenToddYoung,SenatorCardin,TRUE,FALSE
SenToddYoung,SenMarkey,TRUE,FALSE
SenToddYoung,SenWarren,FALSE,FALSE
SenToddYoung,SenGaryPeters,FALSE,FALSE
SenToddYoung,SenStabenow,FALSE,FALSE
SenToddYoung,amyklobuchar,FALSE,FALSE
SenToddYoung,SenTinaSmith,FALSE,FALSE
SenToddYoung,SenThadCochran,FALSE,FALSE
SenToddYoung,SenatorWicker,FALSE,FALSE
SenToddYoung,clairecmc,FALSE,FALSE
SenToddYoung,RoyBlunt,TRUE,TRUE
SenToddYoung,SteveDaines,TRUE,TRUE
SenToddYoung,SenatorTester,FALSE,FALSE
SenToddYoung,SenatorFischer,TRUE,FALSE
SenToddYoung,BenSasse,FALSE,FALSE
SenToddYoung,SenCortezMasto,TRUE,FALSE
SenToddYoung,SenDeanHeller,TRUE,FALSE
SenToddYoung,SenatorShaheen,FALSE,FALSE
SenToddYoung,SenatorHassan,TRUE,FALSE
SenToddYoung,CoryBooker,FALSE,FALSE
SenToddYoung,SenatorMenendez,FALSE,FALSE
SenToddYoung,MartinHeinrich,FALSE,FALSE
SenToddYoung,SenatorTomUdall,FALSE,FALSE
SenToddYoung,SenSchumer,FALSE,FALSE
SenToddYoung,SenGillibrand,FALSE,FALSE
SenToddYoung,SenatorBurr,FALSE,FALSE
SenToddYoung,SenThomTillis,TRUE,FALSE
SenToddYoung,SenatorHeitkamp,FALSE,FALSE
SenToddYoung,SenJohnHoeven,TRUE,FALSE
SenToddYoung,SenSherrodBrown,TRUE,FALSE
SenToddYoung,senrobportman,TRUE,TRUE
SenToddYoung,JimInhofe,FALSE,FALSE
SenToddYoung,SenatorLankford,TRUE,TRUE
SenToddYoung,RonWyden,FALSE,FALSE
SenToddYoung,SenJeffMerkley,TRUE,FALSE
SenToddYoung,SenBobCasey,TRUE,FALSE
SenToddYoung,SenToomey,FALSE,FALSE
SenToddYoung,SenJackReed,FALSE,FALSE
SenToddYoung,SenWhitehouse,FALSE,FALSE
SenToddYoung,GrahamBlog,FALSE,TRUE
SenToddYoung,SenatorTimScott,TRUE,TRUE
SenToddYoung,SenatorRounds,TRUE,FALSE
SenToddYoung,SenJohnThune,FALSE,FALSE
SenToddYoung,SenAlexander,FALSE,FALSE
SenToddYoung,BobCorker,FALSE,FALSE
SenToddYoung,JohnCornyn,TRUE,TRUE
SenToddYoung,SenTedCruz,FALSE,FALSE
SenToddYoung,senorrinhatch,FALSE,FALSE
SenToddYoung,SenMikeLee,FALSE,TRUE
SenToddYoung,SenatorLeahy,FALSE,FALSE
SenToddYoung,timkaine,FALSE,FALSE
SenToddYoung,MarkWarner,TRUE,FALSE
SenToddYoung,PattyMurray,FALSE,FALSE
SenToddYoung,SenatorCantwell,FALSE,FALSE
SenToddYoung,SenCapito,TRUE,FALSE
SenToddYoung,Sen_JoeManchin,FALSE,FALSE
SenToddYoung,SenatorBaldwin,FALSE,FALSE
SenToddYoung,SenRonJohnson,FALSE,FALSE
SenToddYoung,SenatorEnzi,TRUE,TRUE
SenToddYoung,SenJohnBarrasso,FALSE,FALSE
ChuckGrassley,SenShelby,TRUE,FALSE
ChuckGrassley,SenDougJones,FALSE,FALSE
ChuckGrassley,lisamurkowski,TRUE,FALSE
ChuckGrassley,SenDanSullivan,TRUE,FALSE
ChuckGrassley,SenJohnMcCain,FALSE,TRUE
ChuckGrassley,JeffFlake,FALSE,FALSE
ChuckGrassley,SenTomCotton,TRUE,FALSE
ChuckGrassley,JohnBoozman,TRUE,TRUE
ChuckGrassley,SenFeinstein,TRUE,FALSE
ChuckGrassley,SenKamalaHarris,FALSE,FALSE
ChuckGrassley,SenBennetCO,FALSE,FALSE
ChuckGrassley,SenCoryGardner,TRUE,FALSE
ChuckGrassley,ChrisMurphyCT,TRUE,FALSE
ChuckGrassley,SenBlumenthal,FALSE,FALSE
ChuckGrassley,SenatorCarper,FALSE,FALSE
ChuckGrassley,ChrisCoons,TRUE,TRUE
ChuckGrassley,SenBillNelson,FALSE,FALSE
ChuckGrassley,marcorubio,FALSE,FALSE
ChuckGrassley,sendavidperdue,TRUE,FALSE
ChuckGrassley,SenatorIsakson,TRUE,TRUE
ChuckGrassley,brianschatz,TRUE,FALSE
ChuckGrassley,maziehirono,TRUE,FALSE
ChuckGrassley,MikeCrapo,TRUE,FALSE
ChuckGrassley,SenatorRisch,FALSE,FALSE
ChuckGrassley,SenDuckworth,TRUE,FALSE
ChuckGrassley,SenatorDurbin,TRUE,FALSE
ChuckGrassley,SenDonnelly,FALSE,FALSE
ChuckGrassley,SenToddYoung,FALSE,FALSE
ChuckGrassley,ChuckGrassley,FALSE,FALSE
ChuckGrassley,joniernst,TRUE,TRUE
ChuckGrassley,SenPatRoberts,TRUE,TRUE
ChuckGrassley,JerryMoran,TRUE,TRUE
ChuckGrassley,SenateMajLdr,TRUE,FALSE
ChuckGrassley,RandPaul,TRUE,TRUE
ChuckGrassley,BillCassidy,FALSE,FALSE
ChuckGrassley,SenJohnKennedy,TRUE,FALSE
ChuckGrassley,SenAngusKing,TRUE,FALSE
ChuckGrassley,SenatorCollins,TRUE,TRUE
ChuckGrassley,ChrisVanHollen,FALSE,FALSE
ChuckGrassley,SenatorCardin,TRUE,FALSE
ChuckGrassley,SenMarkey,TRUE,FALSE
ChuckGrassley,SenWarren,TRUE,FALSE
ChuckGrassley,SenGaryPeters,FALSE,FALSE
ChuckGrassley,SenStabenow,TRUE,FALSE
ChuckGrassley,amyklobuchar,TRUE,FALSE
ChuckGrassley,SenTinaSmith,FALSE,FALSE
ChuckGrassley,SenThadCochran,TRUE,FALSE
ChuckGrassley,SenatorWicker,TRUE,TRUE
ChuckGrassley,clairecmc,FALSE,TRUE
ChuckGrassley,RoyBlunt,TRUE,TRUE
ChuckGrassley,SteveDaines,TRUE,FALSE
ChuckGrassley,SenatorTester,TRUE,FALSE
ChuckGrassley,SenatorFischer,TRUE,FALSE
ChuckGrassley,BenSasse,TRUE,FALSE
ChuckGrassley,SenCortezMasto,TRUE,FALSE
ChuckGrassley,SenDeanHeller,TRUE,FALSE
ChuckGrassley,SenatorShaheen,TRUE,FALSE
ChuckGrassley,SenatorHassan,TRUE,FALSE
ChuckGrassley,CoryBooker,TRUE,FALSE
ChuckGrassley,SenatorMenendez,FALSE,FALSE
ChuckGrassley,MartinHeinrich,FALSE,FALSE
ChuckGrassley,SenatorTomUdall,TRUE,FALSE
ChuckGrassley,SenSchumer,TRUE,FALSE
ChuckGrassley,SenGillibrand,FALSE,FALSE
ChuckGrassley,SenatorBurr,TRUE,TRUE
ChuckGrassley,SenThomTillis,TRUE,FALSE
ChuckGrassley,SenatorHeitkamp,FALSE,FALSE
ChuckGrassley,SenJohnHoeven,TRUE,FALSE
ChuckGrassley,SenSherrodBrown,TRUE,FALSE
ChuckGrassley,senrobportman,TRUE,TRUE
ChuckGrassley,JimInhofe,FALSE,FALSE
ChuckGrassley,SenatorLankford,TRUE,FALSE
ChuckGrassley,RonWyden,TRUE,TRUE
ChuckGrassley,SenJeffMerkley,TRUE,FALSE
ChuckGrassley,SenBobCasey,TRUE,FALSE
ChuckGrassley,SenToomey,TRUE,TRUE
ChuckGrassley,SenJackReed,FALSE,FALSE
ChuckGrassley,SenWhitehouse,TRUE,FALSE
ChuckGrassley,GrahamBlog,TRUE,TRUE
ChuckGrassley,SenatorTimScott,TRUE,FALSE
ChuckGrassley,SenatorRounds,TRUE,FALSE
ChuckGrassley,SenJohnThune,TRUE,FALSE
ChuckGrassley,SenAlexander,TRUE,TRUE
ChuckGrassley,BobCorker,FALSE,FALSE
ChuckGrassley,JohnCornyn,TRUE,TRUE
ChuckGrassley,SenTedCruz,TRUE,FALSE
ChuckGrassley,senorrinhatch,FALSE,TRUE
ChuckGrassley,SenMikeLee,TRUE,TRUE
ChuckGrassley,SenatorLeahy,TRUE,FALSE
ChuckGrassley,timkaine,FALSE,FALSE
ChuckGrassley,MarkWarner,TRUE,TRUE
ChuckGrassley,PattyMurray,TRUE,FALSE
ChuckGrassley,SenatorCantwell,FALSE,FALSE
ChuckGrassley,SenCapito,FALSE,FALSE
ChuckGrassley,Sen_JoeManchin,TRUE,TRUE
ChuckGrassley,SenatorBaldwin,TRUE,FALSE
ChuckGrassley,SenRonJohnson,TRUE,TRUE
ChuckGrassley,SenatorEnzi,TRUE,FALSE
ChuckGrassley,SenJohnBarrasso,TRUE,TRUE
joniernst,SenShelby,TRUE,FALSE
joniernst,SenDougJones,FALSE,FALSE
joniernst,lisamurkowski,TRUE,FALSE
joniernst,SenDanSullivan,TRUE,FALSE
joniernst,SenJohnMcCain,FALSE,FALSE
joniernst,JeffFlake,FALSE,FALSE
joniernst,SenTomCotton,FALSE,FALSE
joniernst,JohnBoozman,FALSE,FALSE
joniernst,SenFeinstein,FALSE,FALSE
joniernst,SenKamalaHarris,FALSE,FALSE
joniernst,SenBennetCO,FALSE,FALSE
joniernst,SenCoryGardner,FALSE,FALSE
joniernst,ChrisMurphyCT,FALSE,FALSE
joniernst,SenBlumenthal,FALSE,FALSE
joniernst,SenatorCarper,FALSE,FALSE
joniernst,ChrisCoons,FALSE,FALSE
joniernst,SenBillNelson,FALSE,FALSE
joniernst,marcorubio,FALSE,FALSE
joniernst,sendavidperdue,TRUE,FALSE
joniernst,SenatorIsakson,FALSE,FALSE
joniernst,brianschatz,FALSE,FALSE
joniernst,maziehirono,FALSE,FALSE
joniernst,MikeCrapo,TRUE,FALSE
joniernst,SenatorRisch,FALSE,FALSE
joniernst,SenDuckworth,FALSE,FALSE
joniernst,SenatorDurbin,FALSE,FALSE
joniernst,SenDonnelly,FALSE,FALSE
joniernst,SenToddYoung,FALSE,FALSE
joniernst,ChuckGrassley,TRUE,TRUE
joniernst,joniernst,FALSE,FALSE
joniernst,SenPatRoberts,FALSE,FALSE
joniernst,JerryMoran,TRUE,FALSE
joniernst,SenateMajLdr,FALSE,FALSE
joniernst,RandPaul,FALSE,FALSE
joniernst,BillCassidy,FALSE,FALSE
joniernst,SenJohnKennedy,FALSE,FALSE
joniernst,SenAngusKing,FALSE,FALSE
joniernst,SenatorCollins,FALSE,FALSE
joniernst,ChrisVanHollen,FALSE,FALSE
joniernst,SenatorCardin,FALSE,FALSE
joniernst,SenMarkey,FALSE,FALSE
joniernst,SenWarren,FALSE,FALSE
joniernst,SenGaryPeters,FALSE,FALSE
joniernst,SenStabenow,FALSE,FALSE
joniernst,amyklobuchar,TRUE,FALSE
joniernst,SenTinaSmith,FALSE,FALSE
joniernst,SenThadCochran,FALSE,FALSE
joniernst,SenatorWicker,FALSE,FALSE
joniernst,clairecmc,FALSE,FALSE
joniernst,RoyBlunt,FALSE,FALSE
joniernst,SteveDaines,FALSE,FALSE
joniernst,SenatorTester,FALSE,FALSE
joniernst,SenatorFischer,FALSE,FALSE
joniernst,BenSasse,FALSE,FALSE
joniernst,SenCortezMasto,FALSE,FALSE
joniernst,SenDeanHeller,TRUE,FALSE
joniernst,SenatorShaheen,FALSE,FALSE
joniernst,SenatorHassan,FALSE,FALSE
joniernst,CoryBooker,TRUE,FALSE
joniernst,SenatorMenendez,FALSE,FALSE
joniernst,MartinHeinrich,FALSE,FALSE
joniernst,SenatorTomUdall,FALSE,FALSE
joniernst,SenSchumer,FALSE,FALSE
joniernst,SenGillibrand,FALSE,FALSE
joniernst,SenatorBurr,FALSE,FALSE
joniernst,SenThomTillis,FALSE,FALSE
joniernst,SenatorHeitkamp,FALSE,FALSE
joniernst,SenJohnHoeven,FALSE,FALSE
joniernst,SenSherrodBrown,FALSE,FALSE
joniernst,senrobportman,FALSE,FALSE
joniernst,JimInhofe,FALSE,FALSE
joniernst,SenatorLankford,FALSE,FALSE
joniernst,RonWyden,FALSE,FALSE
joniernst,SenJeffMerkley,FALSE,FALSE
joniernst,SenBobCasey,FALSE,FALSE
joniernst,SenToomey,TRUE,FALSE
joniernst,SenJackReed,FALSE,FALSE
joniernst,SenWhitehouse,FALSE,FALSE
joniernst,GrahamBlog,FALSE,FALSE
joniernst,SenatorTimScott,FALSE,FALSE
joniernst,SenatorRounds,TRUE,FALSE
joniernst,SenJohnThune,FALSE,FALSE
joniernst,SenAlexander,FALSE,FALSE
joniernst,BobCorker,FALSE,FALSE
joniernst,JohnCornyn,TRUE,FALSE
joniernst,SenTedCruz,FALSE,FALSE
joniernst,senorrinhatch,FALSE,FALSE
joniernst,SenMikeLee,TRUE,FALSE
joniernst,SenatorLeahy,FALSE,FALSE
joniernst,timkaine,FALSE,FALSE
joniernst,MarkWarner,TRUE,FALSE
joniernst,PattyMurray,FALSE,FALSE
joniernst,SenatorCantwell,FALSE,FALSE
joniernst,SenCapito,FALSE,FALSE
joniernst,Sen_JoeManchin,FALSE,FALSE
joniernst,SenatorBaldwin,FALSE,FALSE
joniernst,SenRonJohnson,FALSE,FALSE
joniernst,SenatorEnzi,FALSE,FALSE
joniernst,SenJohnBarrasso,FALSE,FALSE
SenPatRoberts,SenShelby,TRUE,TRUE
SenPatRoberts,SenDougJones,FALSE,FALSE
SenPatRoberts,lisamurkowski,TRUE,TRUE
SenPatRoberts,SenDanSullivan,TRUE,TRUE
SenPatRoberts,SenJohnMcCain,FALSE,TRUE
SenPatRoberts,JeffFlake,FALSE,TRUE
SenPatRoberts,SenTomCotton,FALSE,TRUE
SenPatRoberts,JohnBoozman,FALSE,TRUE
SenPatRoberts,SenFeinstein,TRUE,FALSE
SenPatRoberts,SenKamalaHarris,FALSE,FALSE
SenPatRoberts,SenBennetCO,TRUE,TRUE
SenPatRoberts,SenCoryGardner,TRUE,FALSE
SenPatRoberts,ChrisMurphyCT,FALSE,FALSE
SenPatRoberts,SenBlumenthal,FALSE,TRUE
SenPatRoberts,SenatorCarper,TRUE,TRUE
SenPatRoberts,ChrisCoons,TRUE,FALSE
SenPatRoberts,SenBillNelson,FALSE,TRUE
SenPatRoberts,marcorubio,FALSE,TRUE
SenPatRoberts,sendavidperdue,TRUE,TRUE
SenPatRoberts,SenatorIsakson,TRUE,TRUE
SenPatRoberts,brianschatz,FALSE,FALSE
SenPatRoberts,maziehirono,FALSE,FALSE
SenPatRoberts,MikeCrapo,TRUE,TRUE
SenPatRoberts,SenatorRisch,FALSE,TRUE
SenPatRoberts,SenDuckworth,TRUE,FALSE
SenPatRoberts,SenatorDurbin,TRUE,TRUE
SenPatRoberts,SenDonnelly,FALSE,TRUE
SenPatRoberts,SenToddYoung,FALSE,FALSE
SenPatRoberts,ChuckGrassley,TRUE,TRUE
SenPatRoberts,joniernst,FALSE,FALSE
SenPatRoberts,SenPatRoberts,FALSE,FALSE
SenPatRoberts,JerryMoran,TRUE,TRUE
SenPatRoberts,SenateMajLdr,TRUE,TRUE
SenPatRoberts,RandPaul,TRUE,TRUE
SenPatRoberts,BillCassidy,FALSE,FALSE
SenPatRoberts,SenJohnKennedy,TRUE,FALSE
SenPatRoberts,SenAngusKing,TRUE,TRUE
SenPatRoberts,SenatorCollins,TRUE,TRUE
SenPatRoberts,ChrisVanHollen,FALSE,FALSE
SenPatRoberts,SenatorCardin,FALSE,FALSE
SenPatRoberts,SenMarkey,TRUE,FALSE
SenPatRoberts,SenWarren,TRUE,FALSE
SenPatRoberts,SenGaryPeters,TRUE,FALSE
SenPatRoberts,SenStabenow,TRUE,TRUE
SenPatRoberts,amyklobuchar,TRUE,FALSE
SenPatRoberts,SenTinaSmith,FALSE,FALSE
SenPatRoberts,SenThadCochran,TRUE,TRUE
SenPatRoberts,SenatorWicker,TRUE,TRUE
SenPatRoberts,clairecmc,FALSE,TRUE
SenPatRoberts,RoyBlunt,TRUE,TRUE
SenPatRoberts,SteveDaines,TRUE,TRUE
SenPatRoberts,SenatorTester,FALSE,FALSE
SenPatRoberts,SenatorFischer,TRUE,TRUE
SenPatRoberts,BenSasse,FALSE,FALSE
SenPatRoberts,SenCortezMasto,TRUE,FALSE
SenPatRoberts,SenDeanHeller,TRUE,TRUE
SenPatRoberts,SenatorShaheen,TRUE,TRUE
SenPatRoberts,SenatorHassan,TRUE,FALSE
SenPatRoberts,CoryBooker,TRUE,FALSE
SenPatRoberts,SenatorMenendez,TRUE,FALSE
SenPatRoberts,MartinHeinrich,FALSE,TRUE
SenPatRoberts,SenatorTomUdall,TRUE,TRUE
SenPatRoberts,SenSchumer,FALSE,TRUE
SenPatRoberts,SenGillibrand,FALSE,FALSE
SenPatRoberts,SenatorBurr,TRUE,TRUE
SenPatRoberts,SenThomTillis,TRUE,TRUE
SenPatRoberts,SenatorHeitkamp,FALSE,TRUE
SenPatRoberts,SenJohnHoeven,TRUE,TRUE
SenPatRoberts,SenSherrodBrown,TRUE,FALSE
SenPatRoberts,senrobportman,TRUE,TRUE
SenPatRoberts,JimInhofe,FALSE,TRUE
SenPatRoberts,SenatorLankford,TRUE,TRUE
SenPatRoberts,RonWyden,TRUE,FALSE
SenPatRoberts,SenJeffMerkley,TRUE,FALSE
SenPatRoberts,SenBobCasey,TRUE,TRUE
SenPatRoberts,SenToomey,TRUE,TRUE
SenPatRoberts,SenJackReed,FALSE,FALSE
SenPatRoberts,SenWhitehouse,TRUE,FALSE
SenPatRoberts,GrahamBlog,TRUE,TRUE
